reference,nom,couleur,composition,texte_source
MH173798,"Nightshirt model 173798 Doctor Nap",blue,"Cotton 100 %","<br/>Comfortable patterned shirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- pointed neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- side pockets
<br/>- comfortable cut
<br/>- model is ideal for pregnant women and nursing moms
<br/>- shirt is made of high quality cotton knit fabric
<br/>- the knitted fabric has the OEKO-TEX Standard 100 certificate"
MH173799,"Nightshirt model 173799 Doctor Nap",black,"Cotton 100 %","<br/>Comfortable nightgown for women
<br/>- heart neckline
<br/>- long sleeve
<br/>- comfortable cut
<br/>- side pockets
-<br/>shirt made of high quality cotton with certificates: OEKO-TEX Standard 100
<br/><br/>Made in Poland."
MH173800,"Nightshirt model 173800 Doctor Nap",grey,"Cotton 60 % Polyester 40 %","<br/>Comfortable nightgown for women
<br/>- heart neckline
<br/>- long sleeve
<br/>- comfortable cut
<br/>- side pockets
-<br/>shirt made of high quality cotton with certificates: OEKO-TEX Standard 100
<br/><br/>Made in Poland."
MH173801,"Pyjama model 173801 Doctor Nap",white,"Cotton 100 %","<br/>Comfortable pajamas from the Doctor Nap line.
<br/>- blouse with kimono sleeves with decorative ribbing and boat neckline.
<br/>- pants with practical pockets
<br/>- due to the cute cut, non-transparent material, you can feel free and comfortable in it all day long
<br/>- comfortable, soft and pleasant to the touch fabric will provide comfort while sleeping
<br/>- the fabric is certified by OEKO-TEX Standard 100<br/>."
MH173802,"Nightshirt model 173802 Doctor Nap",pink,"Cotton 100 %","<br/>Comfortable nightgown from the Doctor Nap line.
<br/>- short sleeve
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- bottom is finished with a delicate frill
<br/>- elongated back
<br/>- pockets
<br/>- comfortable cut
<br/>- loose cut of oversize type
<br/>- model is ideal for pregnant women and nursing moms."
MH173803,"Nightshirt model 173803 Doctor Nap",yellow,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- bottom is finished with a delicate frill
<br/>- elongated back
<br/>- pockets
<br/>- comfortable cut
<br/>- loose cut of oversize type
<br/>- model is ideal for pregnant women and nursing moms."
MH173804,"Nightshirt model 173804 Doctor Nap",pink,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- front decorated with a print
<br/>- short sleeve
<br/>- round neckline
<br/>- innovative closure, zipper under the bust for nursing comfort
<br/>- comfortable cut with pockets on the sides
<br/>- model is ideal for pregnant women and nursing moms
<br/>- extremely soft material which has hygroscopic and hypoallergenic properties
<br/>- shirt made of 100% high-quality cotton"
MH173805,"Nightshirt model 173805 Doctor Nap",grey,"Cotton 100 %","<br/>The shirt for women and moms who appreciate comfort and elegance.
<br/>- innovative fastening system, two zippers at the neckline.
<br/>- timeless cut
<br/>- extremely soft material which has hygroscopic and hypoallergenic properties
<br/>- T-shirt made of 100% high-quality cotton
<br/>- ribbing at the bottom"
MH173806,"Nightshirt model 173806 Doctor Nap",pink,"Cotton 100 %","<br/>Comfortable shirt.
<br/>- shirt with attached flap at the neckline.
<br/>- elastic band with a bow under the bust perfectly adapts to the figure
<br/>- timeless cut, practical during pregnancy and in the first weeks at home
<br/>- extremely soft material which has hygroscopic and hypoallergenic properties
<br/>- loose cut of oversize type"
MH173807,"Nightshirt model 173807 Doctor Nap","navy blue","Cotton 100 %","<br/>Casual nightgown.
<br/>- innovative fastening system, two zippers at the neckline.
<br/>- binding at the bottom makes the shirt adjust to any silhouette
<br/>- extremely soft material which has hygroscopic and hypoallergenic properties
<br/>- in a beautiful fashionable color"
MH173808,"Pyjama model 173808 Doctor Nap",blue,"Cotton 100 %","<br/>Cute two-piece women's pajamas.
<br/>- shirt unbuttoned with press-studs
<br/>- short shorts with pockets
<br/>- fits perfectly over the tummy and the zip-up closure will also work well for breastfeeding.
<br/>- comfortable, soft and pleasant to the touch will provide comfort during sleep"
MH173809,"Pyjama model 173809 Doctor Nap",pink,"Cotton 100 %","<br/>Cute two-piece women's pajamas.
<br/>- shirt unbuttoned with press-studs
<br/>- short shorts with pockets
<br/>- fits perfectly over the tummy and the zip-up closure will also work well for breastfeeding.
<br/>- comfortable, soft and pleasant to the touch will provide comfort during sleep"
MH173810,"Nightshirt model 173810 Doctor Nap",blue,"Cotton 100 %","<br/>Comfortable shirt from the Doctor Nap line.
<br/>- neckline unbuttoned with a tension fastener.
<br/>- short sleeve
<br/>- delicate pattern
<br/>- loose oversize cut
<br/>- model is ideal for pregnant women and nursing moms"
MH173811,"Nightshirt model 173811 Doctor Nap",pink,"Cotton 100 %","<br/>Comfortable T-shirt from the Doctor Nap line.
<br/>- neckline unbuttoned with a tension fastener.
<br/>- short sleeve
<br/>- delicate pattern
<br/>- loose oversize cut
<br/>- model is ideal for pregnant women and nursing moms"
MH173812,"Nightshirt model 173812 Doctor Nap",pink,"Bambus 94 % Spandex 6 %","<br/>The nightgown from the Doctor Nap line.
<br/>- with a dress cut, with convenient pockets.
<br/>- made of airy and delicate to the touch ensuring comfort of use fabric
<br/>- soft and elastic
<br/>- creases at the neckline
<br/>- loose cut of oversize type
<br/>- model is ideal for pregnant women and nursing moms"
MH173813,"Nightshirt model 173813 Doctor Nap",blue,"Cotton 100 %","Pregnancy shirt is ideal for pregnant women and later for nursing. The model is made of pleasant to the touch knit fabric. The shirt has a round neckline and a subtle print on the front. The neckline is finished with covered zippers, which provide easy access to the breasts. The bottom is finished with binding. Soft and pleasant shirt, will prove useful during pregnancy and while nursing a baby."
MH173814,"Nightshirt model 173814 Doctor Nap","navy blue","Cotton 100 %","<br/>Classic nightgown.
<br/>- shirt unbuttoned with a tension at the top.
<br/>- at the bottom of the shirt silver bows on the sides, the bottom finished in a semicircular shape
<br/>- in the most fashionable color
<br/>- extremely soft material which has hygroscopic and hypoallergenic properties"
MH173815,"Pyjama model 173815 Doctor Nap",blue,"Cotton 100 %","<br/>Cute two-piece women's pajamas
<br/>- round neckline
<br/>- shirt with short sleeves
<br/>- short shorts with pockets
<br/>- legs finished with frills
<br/>- comfortable elastic waistband
<br/>- soft cotton will provide comfort during sleep"
MH173816,"Nightshirt model 173816 Doctor Nap",blue,"Cotton 100 %","<br/>Comfortable shirt from the Doctor Nap line.
<br/>- short sleeve
<br/>- round neckline
<br/>- front fastening with press studs
<br/>- easy access to the chest
<br/>- comfortable cut
<br/>- loose oversize cut
<br/>- model is ideal for pregnant women and nursing moms"
MH180303,"Pyjama model 180303 Doctor Nap",red,"Cotton 100 %","Striking women's pajamas in sporty style, made of cotton. Short-sleeved shirt in red with a V-neck, decorated with a trim of silver shiny thread. A decorative print with the manufacturer's logo on the chest. Complete with short shorts, shorts-type pants with pockets on the sides, pulled with drawstrings."
MH180304,"Nightshirt model 180304 Doctor Nap",red,"Cotton 100 %","Sports style nightshirt made of cotton. V-shaped neckline, at the height of the chest print with the manufacturer's logo. On the sides comfortable pockets. Length before the knee, slits on the sides. The shirt is made of 100% high-quality cotton."
MH180305,"Nightshirt model 180305 Doctor Nap","navy blue","Cotton 100 %","Sports style nightshirt made of cotton. V-shaped neckline, at the height of the chest print with the manufacturer's logo. On the sides comfortable pockets. Length before the knee, slits on the sides. The shirt is made of 100% high-quality cotton."
MH180306,"Nightshirt model 180306 Doctor Nap",blue,"Cotton 100 %","The shirt is ideal for pregnant women, and later for nursing. Thanks to its subtle cut, it will also be perfect for morning coffee. Soft and pleasant T-shirt, it has an unbuttoned neckline, which will add functionality to every woman and nursing mom. All made of high quality cotton. Very comfortable cut, gently fitted to the body. It will appeal to women who love softness and freedom."
MH180307,"Nightshirt model 180307 Doctor Nap",pink,"Cotton 100 %","The shirt is ideal for pregnant women, and later for nursing. Thanks to its subtle cut, it will also be perfect for morning coffee. Soft and pleasant T-shirt, it has an unbuttoned neckline, which will add functionality to every woman and nursing mom. All made of high quality cotton. Very comfortable cut, gently fitted to the body. It will appeal to women who love softness and freedom."
MH180308,"Nightshirt model 180308 Doctor Nap",white,"Viscose 100 %","The shirt is ideal for pregnant women, and later for nursing. Thanks to its subtle cut, it will also be perfect for morning coffee. Soft and pleasant T-shirt, it has an unbuttoned neckline, which will add functionality to every woman and nursing mom. Soft viscose gives it a unique charm. Very comfortable cut, gently fitted to the body. It will appeal to women who love softness and freedom."
MH180309,"Nightshirt model 180309 Doctor Nap",pink,"Cotton 100 %","The shirt is ideal for pregnant women and later for nursing. Thanks to its subtle cut, it will also be perfect for morning coffee. Soft and pleasant shirt, it has an unbuttoned neckline, which will add functionality to every woman and nursing mom. Soft cotton gives it a unique charm. Very comfortable cut, gently fitted to the body. It will appeal to women who love softness and freedom."
MH180310,"Nightshirt model 180310 Doctor Nap",red,"Spandex 5 % Viscose 95 %","Pregnant women and breastfeeding moms have unique needs, including those for underwear. It is important that during this special period of life they feel not only comfortable, but also attractive. Extremely comfortable and at the same time charming nightgown. Model with short sleeves. The neckline with a convenient button fastening. Cut off under the bust. The shirt is made of high quality, pleasant to the touch cotton. It will be perfect for pregnancy, as well as for breastfeeding the baby."
